"1","10660.449334667937","55","4"
"2","104365.73090074613","19547","1"
"3","411714.78956539405","125437","1"
"4","-14183.302731153031","601528","1"
"5","-2599391.065159401","607723","1"
"6","-8437718.816988204","607419","1"
"7","-1458073.3994231527","616853","1"
"8","-2.178592071463379E7","25977537","1"
"9","-6.203125046816596E7","611588","1"
