"1","-Infinity","-1","4"
"2","-5055.135690232186","-1","2"
"3","127525.78102543025","-1","2"
"4","21698.01654647375","-1","2"
"0","0","0","0"
"0","0","0","0"
"0","0","0","0"
"0","0","0","0"
"0","0","0","0"
