"1","10945.312221742593","41","3"
"2","104362.94491283275","9554","3"
"3","383270.74680630135","87713","3"
"4","170668.8849712088","331816","2"
"5","-3199627.1710234787","601834","1"
"6","-9045709.463266568","617689","1"
"7","-1976730.6158063377","601004","1"
"8","-2.1857373689271204E7","601312","1"
"9","-6.226911819539815E7","615274","1"
