"1","13369.848941411079","12569","4"
"2","14189.74606038128","20216","4"
"3","159779.57703154438","48063","4"
"4","150498.38075109007","346120","4"
"5","-3205302.8200000003","602473","1"
"6","-9051359.18","601080","1"
"0","0","0","0"
"0","0","0","0"
"0","0","0","0"
